WorkerId,condition,realopp
A89HSG51VTPP0,TCN,
A89HSG51VTPP0,TCP,
A89HSG51VTPP0,TFN,
A89HSG51VTPP0,TFP,
A89HSG51VTPP0,TRN,
A89HSG51VTPP0,TRP,
A89HSG51VTPP0,TWN,
A89HSG51VTPP0,TWP,
AB09F0Q4T10TE,FMN,
AB09F0Q4T10TE,FMP,
AB09F0Q4T10TE,FSN,
AB09F0Q4T10TE,FSP,
AB09F0Q4T10TE,TCN,
AB09F0Q4T10TE,TCP,
AB09F0Q4T10TE,TFN,
AB09F0Q4T10TE,TFP,
AB09F0Q4T10TE,TRN,
AB09F0Q4T10TE,TRP,
AB09F0Q4T10TE,TWN,
AB09F0Q4T10TE,TWP,
AD6RPLZVRJDR5,FMN,
AD6RPLZVRJDR5,FMP,
AD6RPLZVRJDR5,FSN,
AD6RPLZVRJDR5,FSP,
AD6RPLZVRJDR5,TCN,
AD6RPLZVRJDR5,TCP,
AD6RPLZVRJDR5,TFN,
AD6RPLZVRJDR5,TFP,
AD6RPLZVRJDR5,TRN,
AD6RPLZVRJDR5,TRP,
AD6RPLZVRJDR5,TWN,
AD6RPLZVRJDR5,TWP,
AFF8M8BD4OF3K,FMN,
AFF8M8BD4OF3K,FMP,
AFF8M8BD4OF3K,FSN,
AFF8M8BD4OF3K,FSP,
AFF8M8BD4OF3K,TCN,
AFF8M8BD4OF3K,TCP,
AFF8M8BD4OF3K,TFN,
AFF8M8BD4OF3K,TFP,
AFF8M8BD4OF3K,TRN,
AFF8M8BD4OF3K,TRP,
AFF8M8BD4OF3K,TWN,
AFF8M8BD4OF3K,TWP,
AFM65NU0UXIGP,FMN,
AFM65NU0UXIGP,FMP,
AFM65NU0UXIGP,FSN,
AFM65NU0UXIGP,FSP,
AFM65NU0UXIGP,TCN,
AFM65NU0UXIGP,TCP,
AFM65NU0UXIGP,TFN,
AFM65NU0UXIGP,TFP,
AFM65NU0UXIGP,TRN,
AFM65NU0UXIGP,TRP,
AFM65NU0UXIGP,TWN,
AFM65NU0UXIGP,TWP,
AGWWUXDX6CI38,FMN,
AGWWUXDX6CI38,FMP,
AGWWUXDX6CI38,FSN,
AGWWUXDX6CI38,FSP,
AGWWUXDX6CI38,TCN,
AGWWUXDX6CI38,TCP,
AGWWUXDX6CI38,TFN,
AGWWUXDX6CI38,TFP,
AGWWUXDX6CI38,TRN,
AGWWUXDX6CI38,TRP,
AGWWUXDX6CI38,TWN,
AGWWUXDX6CI38,TWP,
AGXF02WEMFB60,FMN,
AGXF02WEMFB60,FMP,
AGXF02WEMFB60,FSN,
AGXF02WEMFB60,FSP,
AGXF02WEMFB60,TCN,
AGXF02WEMFB60,TCP,
AGXF02WEMFB60,TFN,
AGXF02WEMFB60,TFP,
AGXF02WEMFB60,TRN,
AGXF02WEMFB60,TRP,
AGXF02WEMFB60,TWN,
AGXF02WEMFB60,TWP,
AJRY9ALX8069Y,FMN,
AJRY9ALX8069Y,FMP,
AJRY9ALX8069Y,FSN,
AJRY9ALX8069Y,FSP,
AJRY9ALX8069Y,TCN,
AJRY9ALX8069Y,TCP,
AJRY9ALX8069Y,TFN,
AJRY9ALX8069Y,TFP,
AJRY9ALX8069Y,TRN,
AJRY9ALX8069Y,TRP,
AJRY9ALX8069Y,TWN,
AJRY9ALX8069Y,TWP,
AMPMTF5IAAMK8,FMN,
AMPMTF5IAAMK8,FMP,
AMPMTF5IAAMK8,FSN,
AMPMTF5IAAMK8,FSP,
AMPMTF5IAAMK8,TCN,
AMPMTF5IAAMK8,TCP,
AMPMTF5IAAMK8,TFN,
AMPMTF5IAAMK8,TFP,
AMPMTF5IAAMK8,TRN,
AMPMTF5IAAMK8,TRP,
AMPMTF5IAAMK8,TWN,
AMPMTF5IAAMK8,TWP,
AMTTB8JUWRRM7,FMN,
AMTTB8JUWRRM7,FMP,
AMTTB8JUWRRM7,FSN,
AMTTB8JUWRRM7,FSP,
AMTTB8JUWRRM7,TCN,
AMTTB8JUWRRM7,TCP,
AMTTB8JUWRRM7,TFN,
AMTTB8JUWRRM7,TFP,
AMTTB8JUWRRM7,TRN,
AMTTB8JUWRRM7,TRP,
AMTTB8JUWRRM7,TWN,
AMTTB8JUWRRM7,TWP,
ANSAHYSIL2RI8,FMN,
ANSAHYSIL2RI8,FMP,
ANSAHYSIL2RI8,FSN,
ANSAHYSIL2RI8,FSP,
ANSAHYSIL2RI8,TCN,
ANSAHYSIL2RI8,TCP,
ANSAHYSIL2RI8,TFN,
ANSAHYSIL2RI8,TFP,
ANSAHYSIL2RI8,TRN,
ANSAHYSIL2RI8,TRP,
ANSAHYSIL2RI8,TWN,
ANSAHYSIL2RI8,TWP,
AOIR8V07FYMH5,FMN,
AOIR8V07FYMH5,FMP,
AOIR8V07FYMH5,FSN,
AOIR8V07FYMH5,FSP,
AOIR8V07FYMH5,TCN,
AOIR8V07FYMH5,TCP,
AOIR8V07FYMH5,TFN,
AOIR8V07FYMH5,TFP,
AOIR8V07FYMH5,TRN,
AOIR8V07FYMH5,TRP,
AOIR8V07FYMH5,TWN,
AOIR8V07FYMH5,TWP,
APGX2WZ59OWDN,FMN,
APGX2WZ59OWDN,FMP,
APGX2WZ59OWDN,FSN,
APGX2WZ59OWDN,FSP,
APGX2WZ59OWDN,TCN,
APGX2WZ59OWDN,TCP,
APGX2WZ59OWDN,TFN,
APGX2WZ59OWDN,TFP,
APGX2WZ59OWDN,TRN,
APGX2WZ59OWDN,TRP,
APGX2WZ59OWDN,TWN,
APGX2WZ59OWDN,TWP,
ATGD9YT82E25,FMN,
ATGD9YT82E25,FMP,
ATGD9YT82E25,FSN,
ATGD9YT82E25,FSP,
ATGD9YT82E25,TCN,
ATGD9YT82E25,TCP,
ATGD9YT82E25,TFN,
ATGD9YT82E25,TFP,
ATGD9YT82E25,TRN,
ATGD9YT82E25,TRP,
ATGD9YT82E25,TWN,
ATGD9YT82E25,TWP,
AU5RW3OQBKMU7,FMN,
AU5RW3OQBKMU7,FMP,
AU5RW3OQBKMU7,FSN,
AU5RW3OQBKMU7,FSP,
AU5RW3OQBKMU7,TCN,
AU5RW3OQBKMU7,TCP,
AU5RW3OQBKMU7,TFN,
AU5RW3OQBKMU7,TFP,
AU5RW3OQBKMU7,TRN,
AU5RW3OQBKMU7,TRP,
AU5RW3OQBKMU7,TWN,
AU5RW3OQBKMU7,TWP,
AUJU5RQT3JRHB,FMN,
AUJU5RQT3JRHB,FMP,
AUJU5RQT3JRHB,FSN,
AUJU5RQT3JRHB,FSP,
AUJU5RQT3JRHB,TCN,
AUJU5RQT3JRHB,TCP,
AUJU5RQT3JRHB,TFN,
AUJU5RQT3JRHB,TFP,
AUJU5RQT3JRHB,TRN,
AUJU5RQT3JRHB,TRP,
AUJU5RQT3JRHB,TWN,
AUJU5RQT3JRHB,TWP,
