token_id,enterer,utterance_id,irrel,embed,compar,neg_pres,neg_even,sent_neg,position,focus,likely,comment,embed_assoc,part_of_speech.u,stem.u,speaker_id,utterance_order,transcript_id,gloss,num_tokens,stem.t,part_of_speech.t,speaker_code,speaker_name,speaker_role,target_child_age,target_child_name,target_child_sex,type,media_end,media_start,media_unit,num_morphemes,corpus_name
3223667,Yadav,792909,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,association with wear/want,0,v,even,2456,742,2766,she doesn't even want to wear it anymore it has her name on it,14,she do even want to wear it anymore it have her name on it,pro:sub mod v v inf v pro:per adv pro:per aux det:poss n prep pro:per,MOT,NA,Mother,814.375,Shem,male,declarative,NA,NA,NA,17,Clark
3241814,Yadav,796441,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Object,Most-likely,,0,v,even,2457,949,2767,you don't even know what's in there how do you know you want it,14,you do even know what in there how do you know you want it,pro:per mod v v pro:int adv adv adv:int mod pro:per v pro:per v pro:per,FAT,NA,Father,823.8125,Shem,male,question,NA,NA,NA,16,Clark
3267655,Yadav,801424,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,had,1,v,even,2456,80,2786,that we didn't even know we had,7,that we do even know we have,pro:rel pro:sub mod v v pro:sub v,MOT,NA,Mother,989,Shem,male,declarative,NA,NA,NA,10,Clark
3276405,Yadav,803203,0,0,0,No,N/A,No,Post-Subject,Adjunct,Least-likely,,0,adv,even,2457,60,2790,even us,2,even us,adv pro:obj,FAT,NA,Father,1005.4375,Shem,male,declarative,NA,NA,NA,2,Clark
3310590,Yadav,810647,0,0,0,No,N/A,No,Post-Subject,Object,Least-likely,focus on vp,0,adv,even,2462,883,2780,Cricter even inspired a local sculptor to make a statue what does this look like,15,Cricter even inspire a local sculptor to make a statue what do this look like,n:prop adv part det:art n n inf v det:art n det:int mod pro:dem v prep,MRX,NA,Adult,940.125,Shem,male,question,NA,NA,NA,17,Clark
3318262,Yadav,812307,0,0,0,No,N/A,No,Post-Subject,Adjunct,Least-likely,almost like an 'even if'? likelihood inference weak,0,adv,even,2457,12,2802,even with that light,4,even with that light,adv prep pro:dem n,FAT,NA,Father,1075.3125,Shem,male,declarative,NA,NA,NA,4,Clark
3378048,Yadav,828642,1,0,0,No,N/A,No,Pre-Subject,Subject,Most-likely,,0,,,2457,428,2808,somehow it even it makes it even more obvious,9,somehow it it make it even more obvious,adv pro:per pro:per v pro:per v adv adj,FAT,NA,Father,1131.1875,Shem,male,declarative,NA,NA,NA,9,Clark
3378100,Yadav,828642,0,0,1,No,N/A,No,Post-Subject,Verb,Unclear,,0,v,even,2457,428,2808,somehow it even it makes it even more obvious,9,somehow it it make it even more obvious,adv pro:per pro:per v pro:per v adv adj,FAT,NA,Father,1131.1875,Shem,male,declarative,NA,NA,NA,9,Clark
3398975,Yadav,837215,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adj,even,2529,300,2832,oh this doesn't even bounce,5,oh this do even bounce,co det:dem mod adj n,MOT,NA,Mother,428.125,John,male,imperative_emphatic,NA,NA,NA,7,NewEngland
3403964,Yadav,839280,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,,,2478,824,2823,I don't even know oh there's an,7,oh there a,co pro:exist det:art,MOT,NA,Mother,441.125,Andrew,male,trail off,NA,NA,NA,4,NewEngland
3407010,Yadav,840590,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Unclear,Unclear,,0,v,even,2456,777,2808,I didn't even that they had that hitch on it,10,I do even that they have that hitch on it,pro:sub mod v pro:rel pro:sub v pro:dem n prep pro:per,MOT,NA,Mother,1131.1875,Shem,male,declarative,NA,NA,NA,13,Clark
3407673,Yadav,840861,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Object,Most-likely,,0,adv,even,2529,493,2832,you don't even know what it is,7,you do even know what it be,pro:per mod adv v pro:int pro:per cop,MOT,NA,Mother,428.125,John,male,imperative_emphatic,NA,NA,NA,9,NewEngland
3407825,Yadav,840917,1,0,0,No,N/A,No,Pre-Subject,Subject,Most-likely,,0,adv,even,2529,495,2832,you don't even know what it is,7,you do even know what it be,pro:per mod adv v pro:int pro:per cop,MOT,NA,Mother,428.125,John,male,imperative_emphatic,NA,NA,NA,9,NewEngland
3415412,Yadav,843874,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2560,60,2844,you don't even care,4,you do even care,pro:per mod adv v,MOT,NA,Mother,433.125,Rory,male,declarative,NA,NA,NA,5,NewEngland
3423457,Yadav,847087,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2478,554,2839,you don't even want them,5,you do even want them,pro:per mod adv v pro:obj,MOT,NA,Mother,432.125,Andrew,male,declarative,NA,NA,NA,6,NewEngland
3436641,Yadav,852938,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2584,236,2854,you're not even playing,4,you not even play,pro:per neg adv part,MOT,NA,Mother,440.125,Krystal,female,declarative,NA,NA,NA,6,NewEngland
3437594,Yadav,853445,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2584,272,2854,you're not even interested,4,you not even interest,pro:per neg adv part,MOT,NA,Mother,440.125,Krystal,female,declarative,NA,NA,NA,6,NewEngland
3442648,Yadav,856203,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Unclear,,0,adv,even,2493,337,2858,you don't even want to look at none of this stuff do you,13,you do even want to look at none of this stuff do you,pro:per mod adv v inf v prep pro:indef prep pro:dem n v pro:per,MOT,NA,Mother,435.125,Michael,male,question,NA,NA,NA,14,NewEngland
3448161,Yadav,859372,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2475,108,2865,xxx she won't even have_to,5,she will even have_to,pro:sub mod adv mod:aux,MOT,NA,Mother,601.3125,Margaret,female,declarative,NA,NA,NA,5,NewEngland
3449077,Yadav,859908,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Unclear,Unclear,,0,adv,even,2602,154,2863,he willn't even go in,5,he will even go in,pro:sub mod adv v adv,MOT,NA,Mother,433.125,Liam,male,declarative,NA,NA,NA,6,NewEngland
3451475,Yadav,861282,0,0,0,No,N/A,No,Post-Subject,Verb,Least-likely,,0,adv,even,2602,232,2863,you can even throw it in the box huh,9,you can even throw it in the box huh,pro:per mod adv v pro:per prep det:art n co,MOT,NA,Mother,433.125,Liam,male,question,NA,NA,NA,9,NewEngland
3463376,Yadav,867449,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2520,107,2881,I don't even see it,5,I do even see it,pro:sub mod adv v pro:per,MOT,NA,Mother,591.3125,Anne,female,declarative,NA,NA,NA,6,NewEngland
3470867,Yadav,870874,0,0,1,No,N/A,No,Post-Subject,Unclear,Unclear,,0,adj,even,2520,264,2881,now we're gonna do something even better,7,now we gonna do something even good,adv pro:sub mod:aux v pro:indef adj adj,MOT,NA,Mother,591.3125,Anne,female,declarative,NA,NA,NA,9,NewEngland
3471002,Yadav,870962,0,0,0,No,N/A,No,Post-Subject,Unclear,Unclear,probably vp focus but vp not pronounced,0,adv,even,2520,267,2881,boy we can even,4,boy we can even,co pro:sub mod adv,MOT,NA,Mother,591.3125,Anne,female,trail off,NA,NA,NA,4,NewEngland
3472849,Yadav,871816,0,0,0,No,N/A,No,Post-Subject,Verb,Least-likely,,0,adv,even,2496,532,2872,you can even use this color too if you want,10,you can even use this color too if you want,pro:per mod adv v pro:dem n adv conj pro:per v,MOT,NA,Mother,591.3125,Alexandra,female,declarative,NA,NA,NA,10,NewEngland
3486253,Yadav,877744,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adj,even,2551,221,2892,doesn't even bounce,3,do even bounce,mod adj n,MOT,NA,Mother,646.1875,Nathan,male,declarative,NA,NA,NA,5,NewEngland
3488261,Yadav,878678,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2541,510,2888,we didn't even finish the book,6,we do even finish the book,pro:sub mod v v det:art n,MOT,NA,Mother,626.75,Elizabeth,female,imperative_emphatic,NA,NA,NA,8,NewEngland
3496746,Yadav,882699,0,0,1,No,N/A,No,Pre-Subject,Unclear,Unclear,,0,adv,even,2581,313,2902,is even more fun than anything,6,be even more fun than anything,cop adv qn n prep pro:indef,MOT,NA,Mother,612.75,Sara,female,declarative,NA,NA,NA,7,NewEngland
3499373,Yadav,883888,0,0,0,No,N/A,No,Unclear,Unclear,Unclear,,0,adv,even,2560,540,2894,oh you want d even another color,7,oh you want even another color,co pro:per v adv qn n,MOT,NA,Mother,630.75,Rory,male,question,NA,NA,NA,6,NewEngland
3500179,Yadav,884255,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2581,402,2902,I didn't even ask the question yet,7,I do even ask the question yet,pro:sub mod v v det:art n adv,MOT,NA,Mother,612.75,Sara,female,imperative_emphatic,NA,NA,NA,9,NewEngland
3530309,Yadav,897283,0,0,0,No,N/A,No,Pre-Subject,Subject,Least-likely,,0,adv,even,2478,233,2920,even the bug has a little baby Joey,8,even the bug have a little baby Joey,adv det:art n v det:art adj n n:prop,MOT,NA,Mother,974,Andrew,male,declarative,NA,NA,NA,9,NewEngland
3530851,Yadav,897485,0,0,0,No,N/A,No,Pre-Subject,Subject,Least-likely,,0,adv,even,2478,237,2920,even the picture has the bunny and a bug,9,even the picture have the bunny and a bug,adv det:art n v det:art n coord det:art n,MOT,NA,Mother,974,Andrew,male,declarative,NA,NA,NA,10,NewEngland
3545156,Yadav,902460,0,0,0,No,N/A,No,Pre-Subject,Subject,Least-likely,,0,adv,even,2557,286,2935,even the dog,3,even the dog,adv det:art n,MOT,NA,Mother,974,Jamie,male,declarative,NA,NA,NA,3,NewEngland
3546031,Yadav,902786,0,0,0,No,N/A,No,Post-Subject,Verb,Least-likely,,0,v,even,2478,380,2932,and it even has a garage,6,and it even have a garage,coord pro:per v v det:art n,MOT,NA,Mother,974,Andrew,male,declarative,NA,NA,NA,7,NewEngland
3548680,Yadav,903714,0,1,1,No,N/A,No,Post-Subject,Unclear,Unclear,,0,adv,even,2572,159,2940,I think it could be even bigger than that,9,I think it could be even big than that,pro:sub v pro:per mod cop adv adj prep pro:dem,MOT,NA,Mother,974,Laura,female,declarative,NA,NA,NA,10,NewEngland
3551205,Yadav,904583,0,0,0,No,N/A,No,Post-Subject,Verb,Least-likely,,0,v,even,2563,328,2937,you could even draw a kitty,6,you could even draw a kitty,pro:per mod v v det:art n,MOT,NA,Mother,923.125,Sarah,female,declarative,NA,NA,NA,6,NewEngland
3587001,Yadav,916500,0,0,0,No,N/A,No,Post-Subject,Verb,Least-likely,,0,adv,even,2624,121,2964,he even stood on his head,6,he even stand on his head,pro:sub adv v prep det:poss n,MOT,NA,Mother,578.3125,June,female,declarative,NA,NA,NA,7,Higginson
3608150,Yadav,923081,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2640,97,2975,I don't even know what it is,7,I do even know what it be,pro:sub mod adv v pro:int pro:per cop,ADU,NA,Adult,1339.25,Ben,male,declarative,NA,NA,NA,9,VanKleeck
3611927,Yadav,924138,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2638,200,2973,I don't even know,4,I do even know,pro:sub mod adv v,ADU,NA,Adult,1461,Andrew,male,declarative,NA,NA,NA,5,VanKleeck
3615577,Yadav,925206,0,1,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2640,200,2975,you've got so many chairs in here you can't even walk,11,you get so many chair in here you can even walk,pro:per part adv qn n prep adv pro:per mod adv v,ADU,NA,Adult,1339.25,Ben,male,declarative,NA,NA,NA,15,VanKleeck
3618867,Yadav,926144,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2638,310,2973,I don't even know Andrew,5,I do even know Andrew,pro:sub mod adv v n:prop,ADU,NA,Adult,1461,Andrew,male,declarative,NA,NA,NA,6,VanKleeck
3620714,Yadav,926625,1,0,0,No,N/A,No,Pre-Subject,Subject,Most-likely,,0,adv,even,2644,156,2977,I can't even I can't even see it,8,I can even I can even see it,pro:sub mod adv pro:sub mod adv v pro:per,ADU,NA,Adult,1369.6875,Brent,male,declarative,NA,NA,NA,10,VanKleeck
3620755,Yadav,926625,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2644,156,2977,I can't even I can't even see it,8,I can even I can even see it,pro:sub mod adv pro:sub mod adv v pro:per,ADU,NA,Adult,1369.6875,Brent,male,declarative,NA,NA,NA,10,VanKleeck
3629108,Yadav,928747,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2652,147,2983,you say yeah and you don't even look,8,you say yeah and you do even look,pro:per v co coord pro:per mod adv v,ADU,NA,Adult,1126.1875,Jenny,female,declarative,NA,NA,NA,9,VanKleeck
3635489,Yadav,930411,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2658,52,2991,I don't even know,4,I do even know,pro:sub mod adv v,ADU,NA,Adult,1461,Lara,female,declarative,NA,NA,NA,5,VanKleeck
3635565,Yadav,930435,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2658,53,2991,you don't even know what is it either do you,10,you do even know what be it either do you,pro:per mod adv v pro:int aux pro:per adv v pro:per,ADU,NA,Adult,1461,Lara,female,question,NA,NA,NA,12,VanKleeck
3639286,Yadav,931371,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2660,94,2992,you don't even know what it is,7,you do even know what it be,pro:per mod adv v pro:int pro:per cop,ADU,NA,Adult,1430.5625,Matthew,male,declarative,NA,NA,NA,9,VanKleeck
3641138,Yadav,931812,0,0,0,No,N/A,No,Post-Subject,Verb,Most-likely,question,0,adv,even,2658,115,2991,do you even know what a snowman is,8,do you even know what a be,mod pro:per adv v pro:int det:art cop,ADU,NA,Adult,1461,Lara,female,question,NA,NA,NA,8,VanKleeck
3641958,Yadav,932027,0,0,0,No,N/A,No,Post-Subject,Object,Least-likely,,0,adj,even,2660,128,2992,even doggie,2,even dog,adj n,ADU,NA,Adult,1430.5625,Matthew,male,question,NA,NA,NA,3,VanKleeck
3660676,Yadav,936627,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,neg-biased question,0,adv,even,2662,314,2995,you don't even wanna do it yourself,7,you do even wanna do it yourself,pro:per mod adv mod:aux v pro:per pro:refl,ADU,NA,Adult,1430.5625,Matt,male,question,NA,NA,NA,8,VanKleeck
3673880,Yadav,939547,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2664,434,2996,the hat wasn't even on and it fell down,9,the hat be even on and it fall down,det:art n cop adv adv coord pro:per v adv,ADU,NA,Adult,1430.5625,Megan,female,declarative,NA,NA,NA,13,VanKleeck
3825131,Yadav,967935,0,0,0,Yes,Neg-Even,Unclear,Pre-Subject,Adjunct,Unclear,scalar even?,0,v,even,2953,109,3285,it's not even eleven o'clock yet,6,it not even eleven o'clock yet,pro:per neg v det:num n adv,MOT,NA,Mother,1022.4375,Adam,male,declarative,NA,NA,NA,7,Brown
3834483,Yadav,970952,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2953,254,3285,you aren't even looking out the window,7,you be even look out the window,pro:per aux adv part prep det:art n,MOT,NA,Mother,1022.4375,Adam,male,declarative,NA,NA,NA,10,Brown
3838132,Yadav,972114,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2953,337,3279,you didn't even know they'd fallen off did you,9,you do even know they fall off do you,pro:per mod v v pro:sub part prep mod pro:per,MOT,NA,Mother,930.125,Adam,male,question,NA,NA,NA,14,Brown
3854889,Yadav,977160,0,1,0,No,N/A,No,Post-Subject,Unclear,Unclear,,0,v,even,2953,399,3289,you can do it even if you're big,8,you can do it even if you big,pro:per mod v pro:per v conj pro:per adj,MOT,NA,Mother,1078.3125,Adam,male,declarative,NA,NA,NA,9,Brown
3860202,Yadav,978765,0,0,0,Yes,Even-Neg,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2953,788,3275,you didn't even have a screw,6,you do even have a screw,pro:per mod v v det:art n,MOT,NA,Mother,867.25,Adam,male,declarative,NA,NA,NA,8,Brown
3974922,Yadav,1010397,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2953,557,3306,here's a turntable you haven't even put on yet,9,here a turntable you have even put on yet,pro:exist det:art n pro:per aux adv part prep adv,MOT,NA,Mother,1340.25,Adam,male,declarative,NA,NA,NA,12,Brown
4037620,Yadav,1024795,0,0,1,No,N/A,No,Post-Subject,Unclear,Unclear,,0,adv,even,2953,1494,3298,well my hands are even bigger so how will we get them out,13,well my hand be even big so how will we get them out,co det:poss n cop adv adj adv adv:int mod pro:sub v pro:obj adv,MOT,NA,Mother,1205.0625,Adam,male,question,NA,NA,NA,16,Brown
4068638,Yadav,1031908,0,0,0,No,N/A,No,Pre-Subject,Subject,Unclear,,0,adv,even,2953,1253,3314,well yes but even tomorrow is still a day,9,well yes but even tomorrow be still a day,co co conj adv adv:tem cop adv det:art n,MOT,NA,Mother,1506.4375,Adam,male,declarative,NA,NA,NA,10,Brown
4079591,Yadav,1034754,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2953,1179,3317,I didn't even feel it,5,I do even feel it,pro:sub mod v v pro:per,MOT,NA,Mother,1583.75,Adam,male,declarative,NA,NA,NA,7,Brown
4114012,Yadav,1044101,0,0,1,No,N/A,No,Post-Subject,Unclear,Unclear,,0,adv,even,2967,34,3342,that's even worse,3,that even bad,pro:dem adv adj,MOT,Sue,Mother,760.9375,Eve,female,declarative,NA,NA,NA,5,Brown
4127198,Yadav,1047765,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2953,862,3325,oh I didn't even know I was supposed to make your hat,12,oh I do even know I be suppose to make your hat,co pro:sub mod v v pro:sub aux part inf v det:poss n,MOT,NA,Mother,1788.375,Adam,male,declarative,NA,NA,NA,17,Brown
4160363,Yadav,1056788,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2975,2,3351,you didn't even say hello to Gloria today,8,you do even say hello to Gloria today,pro:per mod v v co prep n:prop adv:tem,MOT,NA,Mother,847.8125,Sarah,female,declarative,NA,NA,NA,10,Brown
4161113,Yadav,1057038,0,0,0,Yes,Even-Neg,Yes,Pre-Subject,Subject,Most-likely,,0,adv,even,2967,688,3342,even Mom can't see it,5,even Mom can see it,adv n:prop mod v pro:per,MOT,Sue,Mother,760.9375,Eve,female,declarative,NA,NA,NA,6,Brown
4177954,Yadav,1062418,0,0,0,No,N/A,No,Post-Subject,Verb,Least-likely,,0,adv,even,2967,346,3346,see it even says Eve,5,see it even say Eve,co pro:per adv v n:prop,MOT,Sue,Mother,821.8125,Eve,female,declarative,NA,NA,NA,6,Brown
4180800,Yadav,1063335,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adj,even,2953,1498,3326,David probably doesn't even play with those anymore,8,David probable do even play with those anymore,n:prop adv mod adj n prep pro:dem adv,MOT,NA,Mother,1899.125,Adam,male,declarative,NA,NA,NA,12,Brown
4209938,Yadav,1072990,0,0,0,No,N/A,No,Pre-Subject,Subject,Least-likely,,0,adv,even,2975,38,3369,even Michael's tired,3,even Michael tire,adv n:prop part,MOT,NA,Mother,971.5625,Sarah,female,declarative,NA,NA,NA,5,Brown
4215502,Yadav,1074806,0,0,0,No,N/A,No,Unclear,Unclear,Unclear,even though,0,adv,even,2975,128,3370,even though he's on the floor,6,even though he on the floor,adv adv pro:sub prep det:art n,MOT,NA,Mother,976,Sarah,female,question,NA,NA,NA,7,Brown
4226303,Yadav,1078303,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,315,3370,you don't even fit in there,6,you do even fit in there,pro:per mod adv part prep adv,MOT,NA,Mother,976,Sarah,female,declarative,NA,NA,NA,8,Brown
4226452,Yadav,1078340,1,0,0,No,N/A,No,Post-Subject,Subject,Most-likely,,0,adv,even,2975,317,3370,you're not you don't even fit in there,8,you do even fit in there,pro:per mod adv part prep adv,MOT,NA,Mother,976,Sarah,female,declarative,NA,NA,NA,8,Brown
4227160,Yadav,1078544,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2976,213,3375,you didn't even want to go to the store with me,11,you do even want to go to the store with me,pro:per mod v v inf v prep det:art n prep pro:obj,FAT,NA,Father,1018.4375,Sarah,female,declarative,NA,NA,NA,13,Brown
4238349,Yadav,1082308,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2975,269,3380,you're not even Sarah Barnes today,6,you not even Sarah Barnes today,pro:per neg v n:prop n:prop adv:tem,MOT,NA,Mother,1054.875,Sarah,female,question,NA,NA,NA,7,Brown
4238690,Yadav,1082424,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,275,3380,you didn't even say anything,5,you do even say anything,pro:per mod adv v pro:indef,MOT,NA,Mother,1054.875,Sarah,female,declarative,NA,NA,NA,7,Brown
4242731,Yadav,1083712,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,175,3381,you don't even say anything,5,you do even say anything,pro:per mod adv v pro:indef,MOT,NA,Mother,1058.875,Sarah,female,declarative,NA,NA,NA,6,Brown
4245568,Yadav,1084609,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Object,Most-likely,,0,adv,even,2975,386,3380,Sarah there isn't even a cut there,7,Sarah there be even a cut there,n:prop adv cop adv det:art n adv,MOT,NA,Mother,1054.875,Sarah,female,declarative,NA,NA,NA,9,Brown
4254576,Yadav,1087425,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,76,3389,I can't even get it open,6,I can even get it open,pro:sub mod adv v pro:per v,MOT,NA,Mother,1129.1875,Sarah,female,declarative,NA,NA,NA,7,Brown
4255156,Yadav,1087600,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,45,3391,hi honey ya didn't even miss me,7,hi honey you do even miss me,co n pro:per mod adv v pro:obj,MOT,NA,Mother,1143.1875,Sarah,female,declarative,NA,NA,NA,9,Brown
4259247,Yadav,1088836,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2976,202,3388,I wasn't even there,4,I be even there,pro:sub cop adv adv,FAT,NA,Father,1122.75,Sarah,female,declarative,NA,NA,NA,7,Brown
4265621,Yadav,1090861,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,374,3385,you can't even move,4,you can even move,pro:per mod adv v,MOT,NA,Mother,1095.3125,Sarah,female,declarative,NA,NA,NA,5,Brown
4278191,Yadav,1094622,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,28,3403,the matter is dear ya can't even see,8,the matter be dear you can even see,det:art n cop adj pro:per mod adv v,MOT,NA,Mother,1226.5,Sarah,female,declarative,NA,NA,NA,10,Brown
4290822,Yadav,1098337,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,213,3403,my dogs don't even look like dogs standing up or sitting down,12,my dog do even look like dog stand up or sit down,det:poss n mod adv v prep n part adv coord part adv,MOT,NA,Mother,1226.5,Sarah,female,declarative,NA,NA,NA,17,Brown
4290826,Yadav,1098325,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,422,3398,oh you're getting so heavy I can't even pick you up,11,oh you get so heavy I can even pick you up,co pro:per part adv adj pro:sub mod adv v pro:per adv,MOT,NA,Mother,1194.0625,Sarah,female,declarative,NA,NA,NA,14,Brown
4301960,Yadav,1101496,0,0,0,Yes,Neg-Even,Unclear,Post-Subject,Adjunct,Unclear,scalar even,0,adv,even,2975,419,3402,poor Tommy's not even a year old huh,8,poor Tommy not even a year old huh,adj n:prop neg adv det:art n adj co,MOT,NA,Mother,1218.5,Sarah,female,question,NA,NA,NA,9,Brown
4302766,Yadav,1101722,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,11,3411,and ya don't even eat them,6,and you do even eat them,coord pro:per mod adv v pro:obj,MOT,NA,Mother,1294.375,Sarah,female,declarative,NA,NA,NA,7,Brown
4306244,Yadav,1102732,0,0,1,No,N/A,No,Post-Subject,Unclear,Unclear,,0,v,even,2975,246,3406,I love ya even more when you're good,8,I love you even more when you good,pro:sub v pro:per v adv conj pro:per adj,MOT,NA,Mother,1248.9375,Sarah,female,declarative,NA,NA,NA,9,Brown
4307094,Yadav,1102989,1,0,0,No,N/A,No,Pre-Subject,Subject,Most-likely,,0,,,2975,442,3404,you haven't even wrote didn't even write your list out yet,11,you do even write your list out yet,pro:per mod v v det:poss n adv adv,MOT,NA,Mother,1233.5,Sarah,female,declarative,NA,NA,NA,10,Brown
4307127,Yadav,1102989,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2975,442,3404,you haven't even wrote didn't even write your list out yet,11,you do even write your list out yet,pro:per mod v v det:poss n adv adv,MOT,NA,Mother,1233.5,Sarah,female,declarative,NA,NA,NA,10,Brown
4308866,Yadav,1103498,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,v,even,2975,462,3404,I didn't even think too much of thought about it until last night,13,I do even think too much of thought about it until last night,pro:sub mod v v adv qn prep n prep pro:per prep adj n,MOT,NA,Mother,1233.5,Sarah,female,declarative,NA,NA,NA,15,Brown
4313741,Yadav,1104905,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adj,even,2975,352,3406,never even thought of it when I was in there,10,never even think of it when I be in there,adv adj v prep pro:per conj pro:sub cop prep adv,MOT,NA,Mother,1248.9375,Sarah,female,declarative,NA,NA,NA,13,Brown
4322454,Yadav,1107452,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,176,3419,Sarah I don't even know where your bike is,9,Sarah I do even know where your bike be,n:prop pro:sub mod adv v adv:int det:poss n cop,MOT,NA,Mother,1351.25,Sarah,female,declarative,NA,NA,NA,11,Brown
4323174,Yadav,1107659,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adj,even,2975,184,3420,xxx didn't even drink it,5,do even drink it,mod adj n pro:per,MOT,NA,Mother,1359.25,Sarah,female,declarative,NA,NA,NA,6,Brown
4323603,Yadav,1107759,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Object,Most-likely,,0,v,even,2975,190,3419,you wouldn't even know it was the same little girl,10,you will even know it be the same little girl,pro:per mod v v pro:per cop det:art adj adj n,MOT,NA,Mother,1351.25,Sarah,female,declarative,NA,NA,NA,14,Brown
4324409,Yadav,1107963,0,0,0,Yes,Neg-Even,Yes,Post-Subject,Verb,Most-likely,,0,adv,even,2975,470,3407,the the day after Christmas I couldn't even get her dressed,11,the day after Christmas I could even get her dress,det:art n conj n:prop pro:sub mod adv v det:poss part,MOT,NA,Mother,1254.9375,Sarah,female,declarative,NA,NA,NA,12,Brown
